-2.294595, 
-0.019947999999999855, 
-0.020023000000000124, 
-0.02003099999999991, 
-0.019979999999999887, 
-0.020027999999999935, 
-0.019992000000000232, 
-0.020052999999999876, 
-0.019925000000000193, 
-0.02005599999999985, 
-0.019962000000000035, 
-0.019994000000000067, 
-0.020025999999999655, 
-0.01995500000000039, 
-0.02002899999999963, 
-0.02025800000000011, 
-0.019731000000000165, 
-0.020092, 
-0.020040999999999976, 
-0.019902000000000086, 
-0.019959999999999756, 
-0.02004500000000009, 
-0.020007000000000108, 
-0.019960999999999895, 
-0.019985999999999837, 
-0.020048000000000066, 
-0.019935999999999954, 
-0.02011200000000013, 
-0.019909000000000177, 
-0.019990999999999648, 
-0.020009000000000388, 
-0.020031999999999606, 
-0.020005000000000273, 
-0.019948999999999995, 
-0.02005599999999985, 
-0.02001799999999987, 
-0.01999300000000037, 
-0.020074999999999843, 
-0.01988000000000012, 
-0.019998999999999878, 
-0.019982000000000166, 
-0.02002899999999963, 
-0.019982000000000166, 
-0.02010500000000004, 
-0.019921000000000078, 
-0.019979999999999887, 
-0.020007000000000108, 
-0.01997699999999991, 
-0.019981000000000027, 
-0.020230999999999888, 
-0.019783000000000328, 
-0.020072999999999563, 
-0.01995400000000025, 
-0.02001799999999987, 
-0.02002100000000029, 
-0.020019999999999705, 
-0.01993899999999993, 
-0.02009400000000028, 
-0.01997699999999991, 
-0.02001099999999978, 
-0.01990000000000025, 
-0.02002499999999996, 
-0.020296999999999787, 
-0.019776000000000238, 
-0.019930000000000003, 
-0.0200260000000001, 
-0.01996899999999968, 
-0.020075999999999983, 
-0.019908000000000037, 
-0.020037000000000305, 
-0.019959999999999756, 
-0.020090000000000163, 
-0.020245999999999764, 
-0.019670000000000076, 
-0.02009400000000028, 
-0.01995099999999983, 
-0.020398000000000138, 
-0.019812999999999636, 
-0.019771000000000427, 
-0.02000399999999969, 
-0.019976000000000216, 
-0.019988999999999812, 
-0.020000000000000018, 
-0.020077000000000123, 
-0.01996399999999987, 
-0.02005900000000027, 
-0.01994399999999974, 
-0.02013700000000007, 
-0.019848999999999783, 
-0.02009799999999995, 
-0.01997099999999996, 
-0.019886000000000514, 
-0.020014999999999894, 
-0.020018000000000313, 
-0.01996899999999968, 
-0.02041100000000018, 
-0.01965599999999945, 
-0.01998200000000061, 
-0.02007599999999954, 
-0.019899999999999807, 
-0.01997699999999991, 
-0.01999500000000065, 
-0.02012400000000003, 
-0.019918999999999798, 
-0.020069999999999588, 
-0.020057000000000436, 
-0.01993299999999998, 
-0.01992299999999947, 
-0.01996600000000015, 
-0.020014999999999894, 
-0.020040999999999976, 
-0.020005000000000273, 
-0.020027999999999935, 
-0.01997099999999996, 
-0.01995900000000006, 
-0.01998700000000042, 
-0.020062999999999498, 
-0.020057000000000436, 
-0.019979999999999443, 
-0.019913000000000736, 
-0.020016000000000034, 
-0.020181000000000004, 
-0.019986999999999533, 
-0.0198109999999998, 
-0.020190000000000374, 
-0.020132999999999512, 
-0.01966800000000024, 
-0.020021999999999984, 
-0.02009699999999981, 
-0.019919000000000686, 
-0.01995399999999936, 
-0.020191000000000514, 
-0.01982499999999998, 
-0.020177999999999585, 
-0.01982700000000026, 
-0.020012999999999614, 
-0.02013800000000021, 
-0.019872000000000334, 
-0.019989999999999952, 
-0.01997099999999996, 
-0.023244000000000042, 
-0.016804999999999737, 
-0.020012000000000363, 
-0.01994099999999932, 
-0.020030000000000214, 
-0.020007000000000552, 
-0.02011399999999952, 
-0.019830999999999932, 
-0.020052000000000625, 
-0.019987999999999673, 
-0.01997900000000019, 
-0.020026999999999795, 
-0.01997599999999977, 
-0.020010000000000083, 
-0.020045999999999786, 
-0.01995900000000006, 
-0.020078999999999958, 
-0.019881999999999955, 
-0.020205999999999946, 
-0.01982600000000012, 
-0.020008000000000692, 
-0.020004999999999384, 
-0.020077999999999818, 
-0.020048000000000066, 
-0.019906000000000645, 
-0.01995399999999936, 
-0.02413800000000066, 
-0.015862999999999516, 
-0.02010200000000051, 
-0.020026999999999795, 
-0.025917999999999886, 
-0.013987000000000194, 
-0.01998500000000014, 
-0.020016999999999285, 
-0.020014999999999894, 
-0.019939000000000817, 
-0.020057999999999687, 
-0.020016000000000034, 
-0.01992999999999956, 
-0.02010700000000032, 
-0.019988999999999812, 
-0.01998100000000047, 
-0.019917999999999658, 
-0.020043000000000255, 
-0.01997800000000005, 
-0.019991000000000092, 
-0.019971999999999213, 
-0.020059000000000715, 
-0.01996199999999959, 
-0.020000999999999713, 
-0.01997900000000019, 
-0.020087000000000188, 
-0.019927000000000028, 
-0.020019999999999705, 
-0.01996600000000015, 
-0.020050000000000345, 
-0.020026999999999795, 
-0.01998700000000042, 
-0.019978999999999303, 
-0.020044000000000395, 
-0.020055000000000156, 
-0.019870000000000054, 
-0.020040999999999976, 
-0.01994999999999969, 
-0.020049000000000206, 
-0.01996299999999973, 
-0.020074000000000147, 
-0.02012600000000031, 
-0.019898999999999667, 
-0.01993899999999993, 
-0.01996299999999973, 
-0.020020000000000593, 
-0.02008099999999935, 
-0.019899000000000555, 
-0.019980999999999582, 
-0.02010200000000051, 
-0.0199309999999997, 
-0.019999999999999574, 
-0.01998300000000075, 
-0.020048000000000066, 
-0.01997099999999996, 
-0.020024999999999515, 
-0.020019999999999705, 
-0.019912000000000596, 
-0.020159999999999734, 
-0.019905999999999757, 
-0.020071000000000616, 
-0.019918999999999798, 
-0.019993999999999623, 
-0.01997099999999996, 
-0.02012900000000073, 
-0.019895999999999248, 
-0.020072000000000756, 
-0.01991599999999938, 
-0.020007000000000552, 
-0.01997800000000005, 
-0.02011099999999999, 
-0.02008099999999935, 
-0.01981700000000064, 
-0.020002999999999993, 
-0.020051999999999737, 
-0.020092, 
-0.019881999999999955, 
-0.02012299999999989, 
-0.01998000000000033, 
-0.019891999999999577, 
-0.020051000000000485, 
-0.020008999999999943, 
-0.01993400000000012, 
-0.020165999999999684, 
-0.01979099999999967, 
-0.020035000000000025, 
-0.01995900000000006, 
-0.020013999999999754, 
-0.020049000000000206, 
-0.01995400000000025, 
-0.020006000000000412, 
-0.020149999999999224, 
-0.01984300000000072, 
-0.01997800000000005, 
-0.020034999999999137, 
-0.01997600000000066, 
-0.019993999999999623, 
-0.020039000000000584, 
-0.020032999999999745, 
-0.019913999999999987, 
-0.020051999999999737, 
-0.0201210000000005, 
-0.019883999999999347, 
-0.01997500000000052, 
-0.020038999999999696, 
-0.01998000000000033, 
-0.019980999999999582, 
-0.019998000000000182, 
-0.02011300000000027, 
-0.01993299999999998, 
-0.01993699999999965, 
-0.020069000000000337, 
-0.01995599999999964, 
-0.01998700000000042, 
-0.020010000000000083, 
-0.019984999999999253, 
-0.02012200000000064, 
-0.019880999999999815, 
-0.019979999999999443, 
-0.020080000000000098, 
-0.02009499999999953, 
-0.019857000000000014, 
-0.020004000000000133, 
-0.020058000000000575, 
-0.01995400000000025, 
-0.020175000000000054, 
-0.019823999999999842, 
-0.01998700000000042, 
-0.01997300000000024, 
-0.020040999999999087, 
-0.020030000000000214, 
-0.0199549999999995, 
-0.02001700000000106, 
-0.019987999999999673, 
-0.019966999999999402, 
-0.020039000000000584, 
-0.020023000000000124, 
-0.019973999999999492, 
-0.019997000000000043, 
-0.020025000000000404, 
-0.020011000000000223, 
-0.019955999999998753, 
-0.020004000000000133, 
-0.020022000000000872, 
-0.01998700000000042, 
-0.020061999999999358, 
-0.019918999999999798, 
-0.020008000000000692, 
-0.020007999999998916, 
-0.020156000000000063, 
-0.01983700000000077, 
-0.019999000000000322, 
-0.01997300000000024, 
-0.02005099999999871, 
-0.020080000000000098, 
-0.01997099999999996, 
-0.019923000000000357, 
-0.020063999999999638, 
-0.019916000000000267, 
-0.020037999999999556, 
-0.020056000000000296, 
-0.019906000000000645, 
-0.020023999999999376, 
-0.020058000000000575, 
-0.019999000000000322, 
-0.01991499999999924, 
-0.020087000000000188, 
-0.019957999999999032, 
-0.019953000000000998, 
-0.020033999999998997, 
-0.020052000000001513, 
-0.020004000000000133, 
-0.01993199999999895, 
-0.020041000000000864, 
-0.01994799999999941, 
-0.020008000000000692, 
-0.020004000000000133, 
-0.020008999999999943, 
-0.019991999999998455, 
-0.02014000000000138, 
-0.019877999999998508, 
-0.01997400000000127, 
-0.02008999999999972, 
-0.01997500000000052, 
-0.019918999999999798, 
-0.020031999999998717, 
-0.01999400000000051, 
-0.020024000000001152, 
-0.020011999999999475, 
-0.020006999999999664, 
-0.020087000000000188, 
-0.019888999999999157, 
-0.01995800000000081, 
-0.020037000000000305, 
-0.01998000000000033, 
-0.019999999999999574, 
-0.020004999999999384, 
-0.02013100000000101, 
-0.019841999999998805, 
-0.020107000000001207, 
-0.019918999999999798, 
-0.02005299999999899, 
-0.019936000000001286, 
-0.02005999999999908, 
-0.020016000000000034, 
-0.01992899999999942, 
-0.020054000000000016, 
-0.0199890000000007, 
-0.020860000000000767, 
-0.01912499999999895, 
-0.01997599999999977, 
-0.019992000000000232, 
-0.02000300000000088, 
-0.020017999999998537, 
-0.01997900000000108, 
-0.020009999999999195, 
-0.01997800000000005, 
-0.020049000000000206, 
-0.01998500000000014, 
-0.0200010000000006, 
-0.019983999999999114, 
-0.020063000000000386, 
-0.019911000000000456, 
-0.020159999999998846, 
-0.019902000000000086, 
-0.019955000000001277, 
-0.020126999999998674, 
-0.01997000000000071, 
-0.019897000000000276, 
-0.020018999999999565, 
-0.020079000000000846, 
-0.020027999999999935, 
-0.019911999999999708, 
-0.019997999999999294, 
-0.020058000000000575, 
-0.019978999999999303, 
-0.020046000000000674, 
-0.019881999999999067, 
-0.02000000000000135, 
-0.02008899999999869, 
-0.01999300000000126, 
-0.020008999999999943, 
-0.019983999999999114, 
-0.02011300000000027, 
-0.0198280000000004, 
-0.019994999999999763, 
-0.020018000000000313, 
-0.020035000000000025, 
-0.01994900000000044, 
-0.020026999999998907, 
-0.02000300000000088, 
-0.020303999999999434, 
-0.019688000000000372, 
-0.019992999999999483, 
-0.02012099999999961, 
-0.019847000000000392, 
-0.020051000000000485, 
-0.020030999999999466, 
-0.01996300000000062, 
-0.020141999999999882, 
-0.019885000000000375, 
-0.020025999999999655, 
-0.01995400000000025, 
-0.020009999999999195, 
-0.019935000000000258, 
-0.020028999999999186, 
-0.020004000000000133, 
-0.020004000000000133, 
-0.019982999999999862, 
-0.020022000000000872, 
-0.020006000000000412, 
-0.01995999999999931, 
-0.020044999999999646, 
-0.020089000000000468, 
-0.019985999999999393, 
-0.019903000000001114, 
-0.020008999999999943, 
-0.019981999999998834, 
-0.02001200000000125, 
-0.019989999999999952, 
-0.019980999999999582, 
-0.02014800000000072, 
-0.019988999999998924, 
-0.020029000000000963, 
-0.019868999999999915, 
-0.020304999999998685, 
-0.019734000000001473, 
-0.019966999999999402, 
-0.01996100000000034, 
-0.020009999999999195, 
-0.019992999999999483, 
-0.02002100000000162, 
-0.020107999999998682, 
-0.020027000000000683, 
-0.01993599999999951, 
-0.01999600000000079, 
-0.020179999999999865, 
-0.01975399999999894, 
-0.02000500000000116, 
-0.019967999999998653, 
-0.020027000000000683, 
-0.019997000000000043, 
-0.020011000000000223, 
-0.020006999999999664, 
-0.0199549999999995, 
-0.01999500000000154, 
